property_id,location,environment,property_type,nightly_price,features,tags,min_guests,max_guests
P000512,"Denpasar, Indonesia",beach,condo,155,"gym,kitchen,outdoor shower,pet friendly,security,smart lock","beach,budget,family,island,romantic",2,5
P000513,"Austin, USA",urban,townhouse,165,"breakfast included,elevator,gym,pet friendly,security,workspace","long stay,luxury,near metro,urban",4,8
P000514,"Sydney, Australia",beach,studio,155,"air conditioning,beach access,breakfast included,ocean view,outdoor shower,parking,smart lock,tv,wifi","beach,budget,business,family,near metro,romantic,studio,urban",1,2
P000515,"Los Angeles, USA",beach,studio,175,"24h check-in,air conditioning,breakfast included,near metro,smart lock,washer dryer,wifi,workspace","beach,beachfront,budget,business,family,mountain,nature,pet-friendly,quiet,urban",1,1
P000516,"Hurghada, Egypt",beach,luxury_tent,225,"balcony,beach access,breakfast included,parking,security,washer dryer","beach,beachfront,desert,family,luxury",1,2
P000517,"Abu Dhabi, UAE",beach,villa,380,"24h check-in,balcony,beach access,city view,elevator,gym,near metro,ocean view,parking,pool,security,washer dryer","beach,beachfront,budget,desert,long stay,near metro,romantic,urban,villa",7,14
P000518,"Cusco, Peru",mountain,chalet,105,"air conditioning,fireplace,near metro,pet friendly,security,washer dryer,workspace","chalet,long stay,mid-range,mountain,nature,near metro,quiet,urban",4,8
P000519,"Milan, Italy",urban,studio,140,"24h check-in,kitchen,pet friendly,smart lock,wifi","budget,near metro,pet-friendly,urban",1,1
P000520,"Calgary, Canada",mountain,apartment,180,"air conditioning,breakfast included,city view,gym,kitchen,mountain view,parking,security,ski storage,tv","apartment,city center,luxury,mountain,nature,near metro,quiet,urban",1,2
P000521,"Los Angeles, USA",beach,bungalow,180,"air conditioning,beach access,city view,elevator,kitchen,mountain view,ocean view,parking,pet friendly,pool,ski storage,wifi,workspace","beach,beachfront,city center,hiking,long stay,mid-range,mountain,ocean view,ski,urban",3,6
P000522,"Bangkok, Thailand",urban,apartment,100,"air conditioning,breakfast included,city view,elevator,near metro,smart lock,tv,wifi","long stay,luxury,near metro,urban",2,4
P000523,"Cairo, Egypt",urban,luxury_tent,115,"air conditioning,balcony,elevator,gym,kitchen,smart lock,washer dryer,wifi,workspace","budget,desert,long stay,luxury tent,pet-friendly,river,urban",1,2
P000524,"Lagos, Nigeria",beach,hotel,200,"air conditioning,balcony,beach access,beachfront,city view,elevator,pet friendly,pool,security,smart lock","beach,family,long stay,mid-range,near metro,romantic,urban",1,2
P000525,"Punta Cana, Dominican Republic",beach,villa,210,"beachfront,breakfast included,elevator,kitchen,pet friendly,smart lock,tv","beach,budget,ocean view,romantic,villa",6,12
P000526,"Ottawa, Canada",lake,hotel,110,"air conditioning,balcony,breakfast included,city view,dock,kayaks,kitchen,lake view,near metro,smart lock,wifi","budget,city center,lake,near metro,urban",2,4
P000527,"Venice, Italy",waterfront,studio,75,"24h check-in,balcony,breakfast included,gym,kitchen,near metro,tv,wifi,workspace","budget,city center,near metro,studio,urban,waterfront",1,1
P000528,"Johannesburg, South Africa",urban,condo,160,"air conditioning,balcony,breakfast included,city view,elevator,gym,near metro,pet friendly,smart lock,washer dryer","budget,city center,near metro,urban",1,3
P000529,"Winnipeg, Canada",lake,villa,250,"city view,elevator,gym,pet friendly,sauna,security,wifi,workspace","budget,business,lake,near metro,urban",3,6
P000530,"Porto, Portugal",coast,guesthouse,100,"air conditioning,beach access,breakfast included,elevator,parking,pet friendly,pool,sea view","beachfront,coast,long stay,luxury,near metro,ocean view,urban",2,4
P000531,"Jeddah, Saudi Arabia",beach,bungalow,205,"24h check-in,balcony,city view,outdoor shower,smart lock,tv,wifi","beach,beachfront,budget,city center,desert,near metro,ocean view,urban",1,2
P000532,"Winnipeg, Canada",lake,condo,95,"gym,security,smart lock,tv,wifi","business,city center,condo,lake,mid-range,urban",2,4
P000533,"Ho Chi Minh City, Vietnam",urban,townhouse,170,"24h check-in,air conditioning,balcony,city view,elevator,kitchen,near metro,parking,pet friendly,workspace","city center,long stay,mid-range,urban",2,5
P000534,"New York, USA",urban,guesthouse,180,"24h check-in,elevator,gym,kitchen,parking,smart lock,workspace","luxury,near metro,pet-friendly,urban",1,2
P000535,"Chiang Mai, Thailand",mountain,studio,50,"balcony,breakfast included,elevator,parking,pet friendly,tv,washer dryer,wifi","budget,hiking,long stay,mountain,nature,near metro,urban",1,1
P000536,"Sapporo, Japan",mountain,townhouse,175,"air conditioning,balcony,breakfast included,city view,gym,kitchen,near metro,sauna,smart lock,washer dryer,workspace","business,long stay,mid-range,mountain,nature,ski,urban",1,3
P000537,"Milan, Italy",urban,apartment,120,"air conditioning,balcony,breakfast included,city view,elevator,gym,pet friendly,tv,washer dryer,wifi","business,city center,luxury,urban",3,6
P000538,"Medellín, Colombia",mountain,guesthouse,95,"breakfast included,fireplace,parking,tv,wifi,workspace","business,long stay,mid-range,mountain,quiet,ski,urban",3,6
P000539,"Mykonos, Greece",beach,hotel,220,"balcony,beachfront,elevator,gym,pool,scooter rental,security,workspace","beach,budget,island,ocean view,romantic",2,4
P000540,"Denver, USA",mountain,hotel,160,"24h check-in,breakfast included,city view,gym,kitchen,mountain view,parking,security,washer dryer,wifi","business,city center,hiking,mid-range,mountain,nature,urban",1,3
P000541,"Bariloche, Argentina",mountain,cabin,195,"24h check-in,boot warmers,fireplace,lake view,mountain view,pet friendly,security,ski in/out,washer dryer,wifi,workspace","lake,mid-range,mountain,nature,quiet,ski",1,2
P000542,"Budapest, Hungary",urban,studio,95,"balcony,kitchen,near metro,pet friendly,river view,security,washer dryer,wifi","long stay,luxury,near metro,river,urban",1,2
P000543,"Sydney, Australia",beach,apartment,260,"air conditioning,breakfast included,city view,elevator,kitchen,security,tv,workspace","apartment,beach,long stay,mid-range,near metro,ocean view,romantic,urban",3,6
P000544,"Wellington, New Zealand",coast,hotel,235,"air conditioning,beach access,elevator,gym,kitchen,security,smart lock,tv,wifi,workspace","beachfront,coast,hotel,mid-range,near metro,pet-friendly,romantic,urban",1,1
P000545,"Zurich, Switzerland",mountain,villa,275,"balcony,breakfast included,city view,dock,elevator,fireplace,kayaks,kitchen,mountain view,near metro,sauna,security,washer dryer,wifi","hiking,lake,long stay,luxury,mountain,pet-friendly,quiet,urban",2,4
P000546,"Mexico City, Mexico",urban,hotel,150,"24h check-in,breakfast included,elevator,kitchen,smart lock,tv,washer dryer,workspace","budget,long stay,pet-friendly,urban",1,3
P000547,"Edinburgh, UK",urban,townhouse,195,"breakfast included,city view,elevator,heritage building,near metro,parking,pet friendly,washer dryer,workspace","business,city center,historic,mid-range,urban",3,7
P000548,"Brisbane, Australia",beach,apartment,140,"24h check-in,beachfront,breakfast included,city view,elevator,near metro,outdoor shower,pool,security,washer dryer,workspace","beach,budget,business,family,near metro,ocean view,urban",2,4
P000549,"Accra, Ghana",beach,guesthouse,115,"air conditioning,breakfast included,city view,elevator,near metro,ocean view,outdoor shower,parking,pet friendly,security,tv,wifi,workspace","beach,beachfront,budget,family,long stay,near metro,urban",2,5
P000550,"Melbourne, Australia",beach,hotel,210,"air conditioning,breakfast included,kitchen,parking,pet friendly,security,wifi","beach,beachfront,family,hotel,long stay,luxury,pet-friendly,urban",1,2
P000551,"Bogotá, Colombia",mountain,hotel,135,"breakfast included,city view,elevator,near metro,parking,security,washer dryer,workspace","city center,hiking,mid-range,mountain,nature,near metro,urban",1,2
P000552,"Lisbon, Portugal",coast,bungalow,175,"24h check-in,air conditioning,balcony,beach access,city view,elevator,gym,kitchen,near metro,parking,pool,sea view,washer dryer","coast,long stay,luxury,near metro,ocean view,romantic,urban",1,3
P000553,"Amsterdam, Netherlands",urban,guesthouse,275,"24h check-in,air conditioning,smart lock,tv,workspace","business,canal,mid-range,pet-friendly,urban",1,3
P000554,"Vancouver, Canada",mountain,cabin,255,"elevator,fireplace,kitchen,mountain view,near metro,ocean view,outdoor shower,parking,smart lock,tv,wifi,workspace","beach,budget,city center,family,forest,hiking,mountain,nature,near metro,ocean view,urban",3,6
P000555,"Hurghada, Egypt",beach,villa,255,"24h check-in,air conditioning,breakfast included,elevator,parking,pet friendly,pool,security,shade courtyard,washer dryer","beach,desert,mid-range,ocean view,romantic",5,11
P000556,"Jeddah, Saudi Arabia",beach,loft,150,"beach access,beachfront,city view,near metro,ocean view,parking,pet friendly,rooftop terrace,security,shade courtyard,smart lock,tv","beach,beachfront,budget,business,desert,loft,pet-friendly,romantic,urban",3,6
P000557,"Taipei, Taiwan",mountain,loft,145,"air conditioning,balcony,breakfast included,elevator,fireplace,hot tub,kitchen,near metro,parking,smart lock,workspace","hiking,loft,long stay,luxury,mountain,near metro,quiet,urban",1,3
P000558,"Marrakech, Morocco",urban,townhouse,115,"breakfast included,city view,elevator,kitchen,near metro,pool,shade courtyard,smart lock,tv,washer dryer","budget,desert,historic,long stay,pet-friendly,urban",2,4
P000559,"Nairobi, Kenya",nature,cabin,180,"air conditioning,balcony,parking,pet friendly,security,tv,washer dryer,wifi","budget,business,long stay,nature,urban",1,2
P000560,"Queenstown, New Zealand",mountain,apartment,135,"balcony,dock,gym,kayaks,kitchen,sauna,wifi,workspace","budget,lake,mountain,quiet,ski",3,6
P000561,"Seoul, South Korea",mountain,studio,145,"24h check-in,balcony,breakfast included,fireplace,gym,kitchen,tv,washer dryer,workspace","city center,hiking,luxury,mountain,near metro,ski,urban",1,1
P000562,"Mykonos, Greece",beach,bungalow,260,"24h check-in,balcony,beachfront,breakfast included,elevator,pool,wifi,workspace","beach,beachfront,family,island,mid-range",1,2
P000563,"Alappuzha, India",waterfront,condo,100,"air conditioning,balcony,beach access,breakfast included,gym,kitchen,pool,sea view,tv","coast,mid-range,ocean view,romantic,waterfront",1,3
P000564,"Valparaíso, Chile",coast,bungalow,170,"24h check-in,balcony,breakfast included,elevator,kitchen,parking,pool,washer dryer","beachfront,bungalow,coast,mid-range,romantic",1,2
P000565,"Calgary, Canada",mountain,condo,205,"balcony,breakfast included,city view,elevator,gym,hiking trails,kitchen,parking,smart lock,tv","city center,mid-range,mountain,nature,near metro,ski,urban",2,5
P000566,"Innsbruck, Austria",mountain,guesthouse,125,"air conditioning,boot warmers,pet friendly,smart lock,washer dryer,workspace","budget,guesthouse,hiking,mountain,quiet,ski",1,2
P000567,"Cartagena, Colombia",beach,bungalow,105,"balcony,courtyard,elevator,gym,ocean view,pool,rooftop terrace,smart lock,workspace","beach,historic,luxury,ocean view,romantic",2,4
P000568,"Bangkok, Thailand",urban,apartment,65,"balcony,breakfast included,city view,kitchen,near metro,parking,pet friendly,wifi,workspace","business,luxury,near metro,urban",2,5
P000569,"Accra, Ghana",beach,bungalow,80,"breakfast included,elevator,kitchen,near metro,parking,smart lock,tv,wifi","beach,bungalow,business,mid-range,near metro,ocean view,romantic,urban",1,2
P000570,"Riyadh, Saudi Arabia",urban,studio,120,"24h check-in,balcony,elevator,near metro,parking,tv,washer dryer,workspace","desert,long stay,luxury,near metro,urban",1,1
P000571,"Göreme, Turkey",mountain,cave_house,205,"air conditioning,balcony,gym,heritage building,pool,rooftop terrace,security,shade courtyard,smart lock","desert,hiking,historic,luxury,mountain,nature",2,4
P000572,"Montreal, Canada",lake,villa,305,"24h check-in,elevator,gym,kitchen,lake view,near metro,parking,security,tv,wifi","business,city center,lake,luxury,urban",4,9
P000573,"Cusco, Peru",mountain,hotel,115,"24h check-in,balcony,fireplace,gym,hiking trails,security,smart lock,washer dryer,wifi,workspace","budget,long stay,mountain,near metro,quiet,ski,urban",1,3
P000574,"Victoria, Seychelles",beach,bungalow,170,"24h check-in,balcony,breakfast included,kitchen,ocean view,outdoor shower,parking,pet friendly,pool,scooter rental,security,washer dryer","beach,budget,bungalow,family,island,ocean view",3,6
P000575,"Chiang Mai, Thailand",mountain,villa,125,"24h check-in,balcony,city view,gym,hiking trails,kitchen,security,tv,washer dryer,wifi","business,mid-range,mountain,near metro,quiet,ski,urban,villa",2,5
P000576,"Hurghada, Egypt",beach,apartment,65,"beach access,beachfront,kitchen,ocean view,parking,pool,rooftop terrace,tv,washer dryer,wifi","beach,beachfront,desert,family,mid-range",2,5
P000577,"Havana, Cuba",beach,villa,250,"air conditioning,beachfront,breakfast included,city view,elevator,near metro,parking,smart lock,washer dryer","beach,business,family,long stay,luxury,ocean view,urban",3,6
P000578,"Auckland, New Zealand",beach,bungalow,210,"24h check-in,air conditioning,balcony,city view,pet friendly,pool,smart lock,tv,washer dryer","beach,budget,family,near metro,ocean view,pet-friendly,urban",2,4
P000579,"Rio de Janeiro, Brazil",beach,studio,80,"24h check-in,air conditioning,balcony,city view,elevator,fireplace,gym,hiking trails,kitchen,mountain view,ocean view,outdoor shower,pet friendly,pool,security","beach,beachfront,city center,family,hiking,luxury,mountain,near metro,quiet,urban",1,1
P000580,"Hurghada, Egypt",beach,apartment,195,"breakfast included,elevator,gym,pet friendly,wifi,workspace","apartment,beach,beachfront,desert,luxury,ocean view",2,5
P000581,"Brighton, UK",beach,hotel,195,"breakfast included,elevator,kitchen,outdoor shower,security,smart lock,tv,wifi","beach,family,long stay,luxury,near metro,ocean view,urban",2,4
P000582,"Kyoto, Japan",urban,loft,150,"air conditioning,breakfast included,courtyard,kitchen,parking,security,tv,wifi,workspace","budget,city center,historic,long stay,urban",1,2
P000583,"Tulum, Mexico",beach,hotel,205,"air conditioning,gym,outdoor shower,parking,pet friendly,pool,washer dryer","beach,beachfront,budget,ocean view",1,1
P000584,"Geneva, Switzerland",mountain,chalet,550,"breakfast included,city view,dock,elevator,fireplace,gym,kayaks,mountain view,near metro,parking,sauna,security,ski storage,smart lock","hiking,lake,long stay,mid-range,mountain,pet-friendly,ski,urban",3,7
P000585,"Sydney, Australia",beach,apartment,240,"24h check-in,beach access,beachfront,city view,gym,near metro,pool,security,smart lock,tv,wifi,workspace","beach,business,family,luxury,near metro,romantic,urban",3,6
P000586,"Denver, USA",mountain,chalet,220,"air conditioning,balcony,breakfast included,city view,gym,hiking trails,hot tub,near metro,ski storage,tv,washer dryer,workspace","business,mid-range,mountain,near metro,quiet,ski,urban",3,6
P000587,"Hanoi, Vietnam",urban,loft,80,"air conditioning,breakfast included,city view,elevator,kitchen,near metro,parking,security,smart lock,wifi","budget,near metro,pet-friendly,urban",3,6
